id	filename	md5	size	state
8c4e23d5-4d99-48b3-91d6-6e881d572239	8c4e23d5-4d99-48b3-91d6-6e881d572239/CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A03_616654.level3.data.txt	d2014a61903090f6e9565954805a7849	279520	validated
8d24807c-9d3a-4aff-8d83-498990efdcd3	8d24807c-9d3a-4aff-8d83-498990efdcd3/MULEY_p_TCGA_b53and79_Expr_HT_HG-U133A_24-HTA_D07_723888.level3.data.txt	80ee3d339bcc2949f1efecd75fce553b	279526	validated
8fc41967-97f5-4b26-81d8-301faddb180e	8fc41967-97f5-4b26-81d8-301faddb180e/CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_B10_616694.level3.data.txt	5c82b2606e177238e493d37bdd176975	279547	validated
912b02cb-e1f6-492e-aed3-cb36bbf42bf9	912b02cb-e1f6-492e-aed3-cb36bbf42bf9/CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A02_616660.level3.data.txt	61d330df4676e4a1ca1b78e5b25f2c40	279613	validated
92e8a545-2342-4a74-9c1b-11505204710b	92e8a545-2342-4a74-9c1b-11505204710b/MULEY_p_TCGA_b53and79_Expr_HT_HG-U133A_24-HTA_C05_723822.level3.data.txt	1f33b18fb3122e9acacbf298fc1372af	279740	validated
960c2920-4327-43fa-86bd-a4a1c09d0c09	960c2920-4327-43fa-86bd-a4a1c09d0c09/DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_E11_543692.level3.data.txt	5c0064c7e2e1a6f121cff78072e7a37d	279632	validated
9969121a-d09a-4c30-b5d0-2257bae51646	9969121a-d09a-4c30-b5d0-2257bae51646/SOCKS_p_TCGA_31_38_RX14_HT_HG-U133A_96-HTA_C09_588332.level3.data.txt	023247695c829751c2caf4339eb124df	279574	validated
997b8d38-8226-4bc6-99a5-20330510f6a0	997b8d38-8226-4bc6-99a5-20330510f6a0/DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_A10_543742.level3.data.txt	4bee5fd9e762db1d1401b7422ddb426a	279610	validated
a356b017-9d4c-4ec1-a182-3b0fa2b6d755	a356b017-9d4c-4ec1-a182-3b0fa2b6d755/SOCKS_p_TCGA_31_38_RX14_HT_HG-U133A_96-HTA_A02_588144.level3.data.txt	0caa74305b990f75a2436508cd5f9716	279515	validated
a35e362f-6b13-40a1-b227-71ead8c0fa30	a35e362f-6b13-40a1-b227-71ead8c0fa30/SOCKS_p_TCGA_31_38_RX14_HT_HG-U133A_96-HTA_D05_588316.level3.data.txt	89779f731855fa15a9014d1956796ea1	279480	validated
a48ff154-001a-40f2-b0fd-8f63dd076225	a48ff154-001a-40f2-b0fd-8f63dd076225/DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_B12_543726.level3.data.txt	d1a015363b4db3a21d49274ddf589ed7	279592	validated
a6f2e5ea-f501-4679-8d77-b3408e7aaa5e	a6f2e5ea-f501-4679-8d77-b3408e7aaa5e/DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_E03_543718.level3.data.txt	1604ca43732735ffcca31ef4424611c8	279574	validated
a760ad7d-71ba-4610-96ae-8ffb9fcdf760	a760ad7d-71ba-4610-96ae-8ffb9fcdf760/SOCKS_p_TCGA_31_38_RX14_HT_HG-U133A_96-HTA_C11_588328.level3.data.txt	e3a06e60af8d9fceca7000bb862fcc4c	279594	validated
a777f7be-1c42-46b7-92ef-fb78bbf8e3c3	a777f7be-1c42-46b7-92ef-fb78bbf8e3c3/CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A05_616666.level3.data.txt	84a1ae858af413ec24df27ea9c9b7d31	279567	validated
a820fcff-1b92-4af1-82cc-3d13ea141b1d	a820fcff-1b92-4af1-82cc-3d13ea141b1d/CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_B11_616700.level3.data.txt	59b586e34768588905844a5ce521644e	279588	validated
a8462d09-712c-4cea-ad91-9a6ff7f8c70f	a8462d09-712c-4cea-ad91-9a6ff7f8c70f/CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_B01_616680.level3.data.txt	621486e0b46fa397fafd60317e83395b	279560	validated
a9b55974-ed83-41f5-8061-7e529b15a38f	a9b55974-ed83-41f5-8061-7e529b15a38f/SOCKS_p_TCGA_31_38_RX14_HT_HG-U133A_96-HTA_B10_588276.level3.data.txt	07e778be7011e406f7417955f973e89e	279588	validated
aa51f8a2-226f-451e-b279-b9735c4a2d78	aa51f8a2-226f-451e-b279-b9735c4a2d78/DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_E02_543764.level3.data.txt	5fc387bff62df6abe5737942495367da	279548	validated
abac2919-5cde-4348-81d8-40408b143607	abac2919-5cde-4348-81d8-40408b143607/SOCKS_p_TCGA_31_38_RX14_HT_HG-U133A_96-HTA_D06_588318.level3.data.txt	6f60661e76d2cbe1904412469ba6ead9	279479	validated
ac964865-f9e9-4ad0-9144-5d6474bc0d06	ac964865-f9e9-4ad0-9144-5d6474bc0d06/SPANS_p_TCGA_Batch60_62_Expr_HT_HG-U133A_24-HTA_B05_691894.level3.data.txt	5ea31c8f85226e842ec2fcda55d8c09a	279672	validated
ae8ef4ac-4d0b-4966-bfb3-b158deec1968	ae8ef4ac-4d0b-4966-bfb3-b158deec1968/CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A01_616658.level3.data.txt	079a31614a2a29af2c6a164ad91f4873	279583	validated
af3b91ab-ed4b-441b-a290-efe0d1921198	af3b91ab-ed4b-441b-a290-efe0d1921198/CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_C09_616718.level3.data.txt	d030102a57689113243fb5a7b6096aeb	279657	validated
b200b736-85aa-495b-b45e-0dd4b1d62f94	b200b736-85aa-495b-b45e-0dd4b1d62f94/DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_E01_543754.level3.data.txt	36666795cb3e9b0e21df9d2ee879ca31	279579	validated
b332c355-094e-45e6-8b7a-621b2a5f9522	b332c355-094e-45e6-8b7a-621b2a5f9522/CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_B09_616696.level3.data.txt	f5890233ffc3f226f0abe843b15d22de	279581	validated
b38a34c3-a951-4055-b84b-354677c2ebf5	b38a34c3-a951-4055-b84b-354677c2ebf5/SPANS_p_TCGA_Batch60_62_Expr_HT_HG-U133A_24-HTA_D05_691840.level3.data.txt	32b1499c15e33223332ba638f30be14b	279563	validated
b44eaffe-6aac-4b67-86ba-7840b99c7cb2	b44eaffe-6aac-4b67-86ba-7840b99c7cb2/DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_F06_543670.level3.data.txt	87f8cb8da0c9c801c6a544dc5c3f91dc	279513	validated
b503b141-be56-431c-aa46-87a492584849	b503b141-be56-431c-aa46-87a492584849/CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_C05_616710.level3.data.txt	57f8757bc4e6a2427bb4aa7fd265da22	279607	validated
b5a97e1a-3de0-45c1-b36a-6726177954e6	b5a97e1a-3de0-45c1-b36a-6726177954e6/SOCKS_p_TCGA_31_38_RX14_HT_HG-U133A_96-HTA_D03_588304.level3.data.txt	3c4fda0eb569f2cf890473a432f2bbc7	279569	validated
b6062a2f-e7af-4412-b4f1-850593494b01	b6062a2f-e7af-4412-b4f1-850593494b01/CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_A04_616656.level3.data.txt	636adf1f27c9054c3bfd96649eaab80d	279565	validated
b7866703-35cf-4005-8ed7-09125b1e09c8	b7866703-35cf-4005-8ed7-09125b1e09c8/SOCKS_p_TCGA_31_38_RX14_HT_HG-U133A_96-HTA_C12_588330.level3.data.txt	8cf45bb8779158839273cbad84012eb6	279535	validated
